"ID","transponder","sex"
"B2X4244","B9C924B43A6F0001",1
"B2X4245","6AF9C4B43A6F0001",2
"B2X4246","B3B9C4B43A6F0001",1
"B2X4247","54F524B43A6F0001",2
"B2X4248","C08DC4B43A6F0001",1
"B2X4249","A11524B43A6F0001",2
"B2X4250","29D524B43A6F0001",2
"B2X4251","7786C4B43A6F0001",1
"B2X4252","5E65C4B43A6F0001",1
"B2X4253","DC7124B43A6F0001",2
"B2X4254","1C0924B43A6F0001",2
"B2X4255","199924B43A6F0001",1
"B2X4256","0D4924B43A6F0001",1
"B2X4257","51D524B43A6F0001",1
"B2X4258","7746C4B43A6F0001",1
"B2X4259","EA6AC4B43A6F0001",2
"B2X4260","7ACD24B43A6F0001",2
"B2X4261","B93AC4B43A6F0001",1
"B2X4262","3B3AC4B43A6F0001",2
"B2X4263","C6D024B43A6F0001",2
"B2X4264","A5CEC4B43A6F0001",1
"B2X4265","32EFC4B43A6F0001",1
"B2X4266","70F524B43A6F0001",1
"B2X4267","42C524B43A6F0001",2
"B2X4268","05DAC4B43A6F0001",1
"B2X4269","0B3924B43A6F0001",1
"B2X4270","33AD24B43A6F0001",1
"B2X4271","11E924B43A6F0001",2
"B2X4272","03C6C4B43A6F0001",2
"B2X4273","2A0524B43A6F0001",1
"B2X4274","E61EC4B43A6F0001",1
"B2X4275","834A24B43A6F0001",2
"B2X4276","8AD524B43A6F0001",2
"B2X4277","936524B43A6F0001",1
"B2X4278","87B524B43A6F0001",1
"B2X4279","53E6C4B43A6F0001",2
"B2X4280","B59924B43A6F0001",1
"B2X4281","2FB6C4B43A6F0001",2
"B2X4282","94F6C4B43A6F0001",1
"B2X4283","0F86C4B43A6F0001",2
"B2X4284","9EC524B43A6F0001",1
"B2X4285","584EC4B43A6F0001",1
"B2X4286","439924B43A6F0001",1
"B2X4287","38C924B43A6F0001",1
"B2X4288","5F19C4B43A6F0001",1
"B2X4289","1C83C4B43A6F0001",2
"B2X4290","55DDC4B43A6F0001",1
"B2X4291","56F924B43A6F0001",2
"B2X4292","91EDC4B43A6F0001",2
"B2X4293","4625C4B43A6F0001",2
"B2X4294","7555C4B43A6F0001",2
"B2X4295","CF03C4B43A6F0001",2
"B2X4296","3405C4B43A6F0001",1
"B2X4297","168DC4B43A6F0001",2
"B2X4298","B61524B43A6F0001",1
"B2X4299","8D5124B43A6F0001",2
"B2X4300","523DC4B43A6F0001",1
"B2X4301","7F19C4B43A6F0001",2
"B2X4302","291524B43A6F0001",2
"B2X4303","B59124B43A6F0001",2
"B2X4304","B7A5C4B43A6F0001",2
"B2X4305","3123C4B43A6F0001",2
"B2X4306","0C8DC4B43A6F0001",1
"B2X4307","75F9C4B43A6F0001",2
"B2X4308","39EDC4B43A6F0001",2
"B2X4309","BE65C4B43A6F0001",2
"B2X4310","CEA524B43A6F0001",1
"B2X4311","B80524B43A6F0001",2
"B2X4312","99C924B43A6F0001",2
"B2X4313","CC6D24B43A6F0001",1
"B2X4314","5299C4B43A6F0001",1
"B2X4315","3E5524B43A6F0001",1
"B2X4316","4BB9C4B43A6F0001",1
"B2X4317","0119C4B43A6F0001",2
"B2X4318","862D24B43A6F0001",1
"B2X4319","03D5C4B43A6F0001",1
"B2X4320","38BDC4B43A6F0001",2
"B2X4321","FAD924B43A6F0001",1
"B2X4322","E71DC4B43A6F0001",1
"B2X4323","15DDC4B43A6F0001",1
"B2X4324","EF46C4B43A6F0001",1
"B2X4325","910DC4B43A6F0001",2
"B2X4326","FA8524B43A6F0001",2
"B2X4327","4DED24B43A6F0001",1
"B2X4328","991DC4B43A6F0001",2
"B2X4329","022D24B43A6F0001",1
"B2X4330","E123C4B43A6F0001",1
"B2X4331","023124B43A6F0001",1
"B2X4332","E803C4B43A6F0001",1
"B2X4333","AAA5C4B43A6F0001",2
"B2X4334","4525C4B43A6F0001",1
"B2X4335","D44924B43A6F0001",1
"B2X4336","A3A5C4B43A6F0001",2
"B2X4337","6B3524B43A6F0001",2
"B2X4338","541DC4B43A6F0001",1
"B2X4339","8AADC4B43A6F0001",1
"B2X4340","0E2524B43A6F0001",2
"B2X4341","9603C4B43A6F0001",2
"B2X4342","9F0D24B43A6F0001",1
"B2X4343","C23124B43A6F0001",1
"B2X4344","10B524B43A6F0001",1
"B2X4345","874924B43A6F0001",2
"B2X4346","C69924B43A6F0001",2
"B2X4346","DAE9C4B43A6F0001",2
"B2X4347","0DE6C4B43A6F0001",1
"B2X4348","9403C4B43A6F0001",1
"B2X4349","0C3524B43A6F0001",1
"B2X4350","DCCEC4B43A6F0001",2
"B2X4351","B17524B43A6F0001",2
"B2X4352","50D524B43A6F0001",1
"B2X4353","088DC4B43A6F0001",1
"B2X4354","FC9DC4B43A6F0001",1
"B2X4355","DF9924B43A6F0001",1
"B2X4355","902D24B43A6F0001",1
"B2X4356","519924B43A6F0001",1
"B2X4357","6616C4B43A6F0001",1
"B2X4358","1B65C4B43A6F0001",1
"B2X4358","D59524B43A6F0001",1
"B2X4359","D0A924B43A6F0001",2
"B2X4360","F4CEC4B43A6F0001",2
"B2X4361","05B524B43A6F0001",1
"B2X4362","3FCD24B43A6F0001",1
"B2X4363","0683C4B43A6F0001",1
"B2X4364","EF0DC4B43A6F0001",1
"B2X4365","EC1DC4B43A6F0001",1
"B2X4366","D65524B43A6F0001",1
"B2X4367","3C6924B43A6F0001",2
"B2X4368","9BF224B43A6F0001",1
"B2X4369","1B3DC4B43A6F0001",2
"B2X4370","66BDC4B43A6F0001",2
"B2X4371","FFA924B43A6F0001",1
"B2X4372","395524B43A6F0001",2
"B2X4373","D69EC4B43A6F0001",2
"B2X4374","9916C4B43A6F0001",1
"B2X4375","F176C4B43A6F0001",2
"B2X4376","04E524B43A6F0001",2
"B2X4377","A2CD24B43A6F0001",1
"B2X4378","F376C4B43A6F0001",1
"B2X4379","A3A924B43A6F0001",1
"B2X4380","A44D24B43A6F0001",2
"B2X4381","0D4A24B43A6F0001",2
"B2X4382","64C924B43A6F0001",1
"B2X4383","A35524B43A6F0001",1
"B2X4384","06D5C4B43A6F0001",1
"B2X4385","F14924B43A6F0001",1
"B2X4386","2D3DC4B43A6F0001",2
"B2X4387","BAD5C4B43A6F0001",1
"B2X4388","9C5924B43A6F0001",2
"B2X4389","C30924B43A6F0001",1
"B2X4390","68E524B43A6F0001",2
"B2X4391","340DC4B43A6F0001",1
"B2X4392","771D24B43A6F0001",1
"B2X4393","688DC4B43A6F0001",2
"B2X4394","9F99C4B43A6F0001",1
"B2X4395","4E03C4B43A6F0001",1
"B2X4396","D746C4B43A6F0001",2
"B2X4397","4A9DC4B43A6F0001",2
"B2X4398","073924B43A6F0001",2
"B2X4399","97E524B43A6F0001",2
"B2X4400","CC16C4B43A6F0001",1
"B2X4401","1D72C4B43A6F0001",1
"B2X4402","D1C524B43A6F0001",1
"B2X4403","9D19C4B43A6F0001",2
"B2X4404","782D24B43A6F0001",2
"B2X4405","3079C4B43A6F0001",2
"B2X4406","8ECEC4B43A6F0001",2
"B2X4407","B90524B43A6F0001",2
"B2X4408","FC3DC4B43A6F0001",2
"B2X4408","DDF524B43A6F0001",2
"B2X4409","AD3DC4B43A6F0001",1
"B2X4410","3E9524B43A6F0001",1
"B2X4411","6005C4B43A6F0001",2
"B2X4412","463AC4B43A6F0001",2
"B2X4413","45B524B43A6F0001",1
"B2X4414","1C1DC4B43A6F0001",1
"B2X4415","8A03C4B43A6F0001",1
"B2X4416","21B9C4B43A6F0001",1
"B2X4417","B67524B43A6F0001",2
"B2X4418","2676C4B43A6F0001",2
"B2X4418","6B03C4B43A6F0001",2
"B2X4419","38E524B43A6F0001",2
"B2X4420","BEB9C4B43A6F0001",2
"B2X4421","709EC4B43A6F0001",2
"B2X4422","69B9C4B43A6F0001",2
"B2X4423","0E03C4B43A6F0001",2
"B2X4424","B5E6C4B43A6F0001",2
"B2X4425","1FB9C4B43A6F0001",2
"B2X4426","8983C4B43A6F0001",1
"B2X4426","6C3924B43A6F0001",1
"B2X4427","0425C4B43A6F0001",2
"B2X4428","786AC4B43A6F0001",1
"B2X4429","2B8924B43A6F0001",1
"B2X4430","5A9DC4B43A6F0001",2
"B2X4431","1A0524B43A6F0001",1
"B2X4432","AEF9C4B43A6F0001",2
"B2X4433","C26524B43A6F0001",2
"B2X4433","DBF924B43A6F0001",2
"B2X4434","F3D5C4B43A6F0001",1
"B2X4435","284D24B43A6F0001",2
"B2X4436","72F9C4B43A6F0001",1
"B2X4437","1A23C4B43A6F0001",1
"B2X4438","C98DC4B43A6F0001",2
"B2X4439","0F6524B43A6F0001",1
"B2X4440","7D0524B43A6F0001",2
"B2X4441","EC25C4B43A6F0001",1
"B2X4442","9DF924B43A6F0001",1
"B2X4443","23FDC4B43A6F0001",2
"B2X4444","8555C4B43A6F0001",1
"B2X4445","714D24B43A6F0001",1
"B2X4446","AE3124B43A6F0001",2
"B2X4447","79F9C4B43A6F0001",1
"B2X4448","6E2524B43A6F0001",1
"B2X4449","2FFDC4B43A6F0001",1
"B2X4450","B77024B43A6F0001",2
"B2X4451","E5EDC4B43A6F0001",2
"B2X4452","7BCEC4B43A6F0001",1
"B2X4453","AA5524B43A6F0001",1
"B2X4454","3B8924B43A6F0001",1
"B2X4455","6F0524B43A6F0001",1
"B2X4456","E10524B43A6F0001",1
"B2X4457","1E9EC4B43A6F0001",1
"B2X4458","F88DC4B43A6F0001",2
"B2X4459","BE55C4B43A6F0001",1
"B2X4460","AE8DC4B43A6F0001",2
"B2X4461","B6C524B43A6F0001",2
"B2X4466","37D924B43A6F0001",1
"B2X4466","B3A5C4B43A6F0001",1
"B2X4466","900110000015631",1
"B2X4466","731D24B43A6F0001",1
"B2X4466","A9AAC4B43A6F0001",1
"B2X4472","87AAC4B43A6F0001",2
"B2X4473","BF3924B43A6F0001",2
"B2X4474","F703C4B43A6F0001",1
"B2X4475","BD9EC4B43A6F0001",2
"B2X4476","F29924B43A6F0001",1
"B2X4477","AA83C4B43A6F0001",1
"B2X4478","D50524B43A6F0001",1
"B2X4479","F12AC4B43A6F0001",1
"B2X4480","C4F2C4B43A6F0001",1
"B2X4501","40C924B43A6F0001",1
"B2X4502","F89EC4B43A6F0001",2
"B2X4503","A4D524B43A6F0001",2
"B2X4513","F816C4B43A6F0001",2
"B2X4514","8772C4B43A6F0001",2
"B2X4515","1786C4B43A6F0001",1
"B2X4516","6216C4B43A6F0001",2
"B2X4517","BB9224B43A6F0001",1
"B2X4518","153DC4B43A6F0001",1
"B2X4519","085924B43A6F0001",1
"B2X4530","F6AAC4B43A6F0001",2
"B2X4531","82F2C4B43A6F0001",2
"B2X4532","6B6924B43A6F0001",1
"B2X4533","092924B43A6F0001",2
"B2X4534","0F92C4B43A6F0001",1
"B2X4535","BECEC4B43A6F0001",1
"B2X4536","2AC924B43A6F0001",2
"B2X4537","7A0524B43A6F0001",1
"B2X4538","F8E524B43A6F0001",2
"B2X4539","F43024B43A6F0001",2
"B2X4540","047924B43A6F0001",2
"B2X4541","DC6524B43A6F0001",1
"B2X4542","B9ED24B43A6F0001",1
"B2X4551","1A2DC4B43A6F0001",2
"B2X4562","B20924B43A6F0001",1
"B2X4563","0C6AC4B43A6F0001",2
"B2X4564","58F124B43A6F0001",1
"B2X4565","C5C924B43A6F0001",2
"B2X4566","314924B43A6F0001",1
"B2X4567","920524B43A6F0001",2
"B2X4568","EE2524B43A6F0001",2
"B2X4569","1C9924B43A6F0001",2
"B2X4586","D13924B43A6F0001",2
"B2X4587","B046C4B43A6F0001",1
"B2X4588","87D924B43A6F0001",2
"B2X4589","8A3AC4B43A6F0001",1
"B2X4590","9FA924B43A6F0001",1
"B2X4591","897524B43A6F0001",1
"B2X4592","ED5524B43A6F0001",2
"B2X4593","5A46C4B43A6F0001",2
"B2X4594","129924B43A6F0001",2
"B2X4595","21D524B43A6F0001",1
"B2X4596","3372C4B43A6F0001",2
"B2X4597","6C7124B43A6F0001",2
"B2X4598","207524B43A6F0001",2
"B2X4599","A22D24B43A6F0001",1
"B2X4600","900110000014808",1
"B2X4602","0B8D24B43A6F0001",1
"B2X4603","59CD24B43A6F0001",2
"B2X4604","226AC4B43A6F0001",2
"B2X4606","0D4524B43A6F0001",1
"B2X4608","8B4924B43A6F0001",2
"B2X4609","DBDAC4B43A6F0001",1
"B2X4610","488524B43A6F0001",1
"B2X4611","9F0524B43A6F0001",1
"B2X4612","58F524B43A6F0001",1
"B2X4613","FB9924B43A6F0001",2
"B2X4614","859524B43A6F0001",2
"B2X4615","31AAC4B43A6F0001",2
"B2X4616","A179C4B43A6F0001",1
"B2X4617","753924B43A6F0001",1
"B2X4618","3EDAC4B43A6F0001",1
"B2X4619","C7A524B43A6F0001",2
"B2X4620","546D24B43A6F0001",1
"B2X4621","1C96C4B43A6F0001",2
"B2X4622","BBF224B43A6F0001",1
"B2X4623","5616C4B43A6F0001",1
"B2X4624","BA76C4B43A6F0001",1
"B2X4625","0C0924B43A6F0001",1
"B2X4626","A19924B43A6F0001",1
"B2X4627","C583C4B43A6F0001",1
"B2X4627","27A924B43A6F0001",1
"B2X4628","131D24B43A6F0001",1
"B2X4629","1D3524B43A6F0001",1
"B2X4630","83CD24B43A6F0001",1
"B2X4631","90D524B43A6F0001",2
"B2X4632","9D86C4B43A6F0001",1
"B2X4633","E276C4B43A6F0001",2
"B2X4634","2F36C4B43A6F0001",2
"B2X4635","3BB524B43A6F0001",1
"B2X4636","1CC6C4B43A6F0001",1
"B2X4637","E30924B43A6F0001",2
"B2X4638","0FB6C4B43A6F0001",1
"B2X4639","B9CD24B43A6F0001",2
"B2X4640","4EB6C4B43A6F0001",1
"B2X4641","5BB124B43A6F0001",2
"B2X4642","F7CD24B43A6F0001",2
"B2X4643","64CEC4B43A6F0001",1
"B2X4644","7E8524B43A6F0001",2
"B2X4645","ECF524B43A6F0001",1
"B2X4646","B786C4B43A6F0001",2
"B2X4647","FD72C4B43A6F0001",2
"B2X4666","F33924B43A6F0001",2
"B2X4667","E49924B43A6F0001",1
"B2X4668","954EC4B43A6F0001",1
"B2X4669","F09924B43A6F0001",2
"B2X4670","1BCEC4B43A6F0001",1
"B2X4671","709924B43A6F0001",2
"B2X4672","CE6524B43A6F0001",2
"B2X4673","BD7524B43A6F0001",2
"B2X4674","8DB6C4B43A6F0001",2
"B2X4675","9E5824B43A6F0001",2
"B2X4675","E1B6C4B43A6F0001",2
"B2X4676","E91524B43A6F0001",2
"B2X4677","7792C4B43A6F0001",1
"B2X4678","EC2D24B43A6F0001",2
"B2X4679","2FE6C4B43A6F0001",2
"B2X4680","8C6D24B43A6F0001",1
"B2X4681","B746C4B43A6F0001",2
"B2X4682","24E924B43A6F0001",2
"B2X4699","935524B43A6F0001",2
"B2X4700","319EC4B43A6F0001",2
"B2X4710","D89924B43A6F0001",2
"B2X4711","5B3924B43A6F0001",2
"B2X4712","7B72C4B43A6F0001",1
"B2X4713","5A9924B43A6F0001",2
"B2X4714","DB0924B43A6F0001",2
"B2X4715","3CCD24B43A6F0001",2
"B2X4716","9BF524B43A6F0001",2
"B2X4717","23F224B43A6F0001",1
"B2X4718","85B6C4B43A6F0001",1
"B2X4719","08C924B43A6F0001",2
"B2X4720","8F92C4B43A6F0001",1
"B2X4721","8D4A24B43A6F0001",2
"B2X4722","A90524B43A6F0001",2
"B2X4723","DC0524B43A6F0001",2
"B2X4724","391924B43A6F0001",1
"B2X4725","6E16C4B43A6F0001",1
"B2X4726","169924B43A6F0001",1
"B2X4735","2B72C4B43A6F0001",1
"B2X4736","C3A924B43A6F0001",1
"B2X4737","07A924B43A6F0001",1
"B2X4738","0A46C4B43A6F0001",1
"B2X4739","F9C924B43A6F0001",1
"B2X4740","E09924B43A6F0001",1
"B2X4741","9BDAC4B43A6F0001",1
"B2X4742","59D5C4B43A6F0001",2
"B2X4743","7016C4B43A6F0001",1
"B2X4744","8A6AC4B43A6F0001",2
"B2X4745","02F124B43A6F0001",1
"B2X4746","7A46C4B43A6F0001",2
"B2X4747","7DA924B43A6F0001",2
"B2X4748","5DC524B43A6F0001",1
"B2X4749","1BDAC4B43A6F0001",2
"B2X4750","DDDAC4B43A6F0001",2
"B2X4751","554EC4B43A6F0001",1
"B2X4752","D0C924B43A6F0001",2
"B2X4753","DC4D24B43A6F0001",2
"B2X4754","F84D24B43A6F0001",2
"B2X4755","E69EC4B43A6F0001",1
"B2X4756","583AC4B43A6F0001",1
"B2X4757","A23AC4B43A6F0001",1
"B2X4758","E3F224B43A6F0001",1
"B2X4759","B546C4B43A6F0001",1
"B2X4760","717524B43A6F0001",2
"B2X4776","C635C4B43A6F0001",2
"B2X4777","2F1DC4B43A6F0001",2
"B2X4778","7876C4B43A6F0001",2
"B2X4779","CB3DC4B43A6F0001",1
"B2X4780","EB4924B43A6F0001",2
"B2X4781","139924B43A6F0001",2
"B2X4782","DA5EC4B43A6F0001",1
"B2X4783","D616C4B43A6F0001",1
"B2X4784","D9BDC4B43A6F0001",2
"B2X4785","3E9EC4B43A6F0001",1
"B2X4786","5B46C4B43A6F0001",2
"B2X4787","7FED24B43A6F0001",2
"B2X4788","64C524B43A6F0001",2
"B2X4789","C74524B43A6F0001",2
"B2X4790","9E23C4B43A6F0001",2
"B2X4791","3FA524B43A6F0001",1
"B2X4792","B9DAC4B43A6F0001",2
"B2X4793","CDE6C4B43A6F0001",1
"B2X4794","789EC4B43A6F0001",1
"B2X4795","460524B43A6F0001",1
"B2X4796","D53AC4B43A6F0001",2
"B2X4797","B46AC4B43A6F0001",1
"B2X4798","03B9C4B43A6F0001",1
"B2X4799","47A924B43A6F0001",2
"B2X4800","BC5224B43A6F0001",1
"B2X4801","6F2924B43A6F0001",2
"B2X4802","D712C4B43A6F0001",1
"B2X4803","368524B43A6F0001",1
"B2X4804","963AC4B43A6F0001",2
"B2X4805","C47924B43A6F0001",1
"B2X4806","9E3AC4B43A6F0001",2
"B2X4807","E9AAC4B43A6F0001",1
"B2X4808","CE16C4B43A6F0001",1
"B2X4809","E27924B43A6F0001",2
"B2X4810","ECC524B43A6F0001",1
"B2X4812","A91924B43A6F0001",2
"B2X4813","E3E6C4B43A6F0001",1
"B2X4814","3BAAC4B43A6F0001",2
"B2X4815","BF2924B43A6F0001",1
"B2X4816","809924B43A6F0001",1
"B2X4817","993AC4B43A6F0001",1
"B2X4818","875524B43A6F0001",2
"B2X4819","363124B43A6F0001",2
"B2X4820","CCA224B43A6F0001",1
"B2X4821","1EC924B43A6F0001",1
"B2X4822","EDED24B43A6F0001",1
"B2X4823","738D24B43A6F0001",1
"B2X4824","B7B6C4B43A6F0001",2
"B2X4825","103524B43A6F0001",1
"B2X4826","BDB6C4B43A6F0001",1
"B2X4827","713AC4B43A6F0001",2
"B2X4828","34C924B43A6F0001",2
"B2X4829","781DC4B43A6F0001",1
"B2X4830","3B86C4B43A6F0001",1
"B2X4831","666FC4B43A6F0001",1
"B2X4832","6292C4B43A6F0001",2
"B2X4833","E26AC4B43A6F0001",1
"B2X4834","2FF524B43A6F0001",1
"B2X4835","58AD24B43A6F0001",2
"B2X4836","26D524B43A6F0001",1
"B2X4837","CF36C4B43A6F0001",2
"B2X4838","313AC4B43A6F0001",1
"B2X4839","72F524B43A6F0001",1
"B2X4840","DD5524B43A6F0001",2
"B2X4841","849924B43A6F0001",1
"B2X4842","5D6524B43A6F0001",2
"B2X4843","5E1524B43A6F0001",1
"B2X4844","6CE924B43A6F0001",2
"B2X4845","DF46C4B43A6F0001",2
"B2X4846","771924B43A6F0001",1
"B2X4847","28E924B43A6F0001",1
"B2X4848","AC3124B43A6F0001",2
"B2X4849","330524B43A6F0001",2
"B2X4850","408D24B43A6F0001",1
"B2X4851","474EC4B43A6F0001",1
"B2X4852","1C0A24B43A6F0001",2
"B2X4853","5D4A24B43A6F0001",1
"B2X4854","13F524B43A6F0001",2
"B2X4855","D216C4B43A6F0001",2
"B2X4856","FC0DC4B43A6F0001",2
"B2X4857","DD4A24B43A6F0001",1
"B2X4858","106924B43A6F0001",2
"B2X4859","5146C4B43A6F0001",1
"B2X4860","367524B43A6F0001",2
"B2X4861","5E76C4B43A6F0001",1
"B2X4862","1016C4B43A6F0001",2
"B2X4863","E4F524B43A6F0001",2
"B2X4864","0946C4B43A6F0001",2
"B2X4874","5423C4B43A6F0001",1
"B2X4875","D44D24B43A6F0001",2
"B2X4876","14F2C4B43A6F0001",2
"B2X4877","9FF5C4B43A6F0001",1
"B2X4878","FD3524B43A6F0001",2
"B2X4879","85F9C4B43A6F0001",1
"B2X4880","2BB9C4B43A6F0001",1
"B2X4881","D33924B43A6F0001",2
"B2X4882","B1D5C4B43A6F0001",1
"B2X4885","7C7124B43A6F0001",1
"B2X4886","A69DC4B43A6F0001",1
"B2X4887","83B224B43A6F0001",2
"B2X4888","09C6C4B43A6F0001",1
"B2X4889","123124B43A6F0001",1
"B2X4890","952EC4B43A6F0001",1
"B2X4891","D42D24B43A6F0001",1
"B2X4892","28D5C4B43A6F0001",2
"B2X4893","C176C4B43A6F0001",2
"B2X4894","631D24B43A6F0001",1
"B2X4895","582D24B43A6F0001",1
"B2X4896","2235C4B43A6F0001",1
"B2X4897","BDD5C4B43A6F0001",1
"B2X4898","DDA5C4B43A6F0001",1
"B2X4898","DDA5C4A801AF0001",1
"B2X4899","28BDC4B43A6F0001",1
"B2X4900","188524B43A6F0001",1
"B2X4900","B00524B43A6F0001",1
"B2X4901","AECD24B43A6F0001",1
"B2X4901","6ECEC4B43A6F0001",1
"B2X4902","A13AC4B43A6F0001",2
"B2X4903","594924B43A6F0001",2
"B2X4904","03A5C4B43A6F0001",1
"B2X4905","C9B224B43A6F0001",2
"B2X4906","1616C4B43A6F0001",1
"B2X4907","4AB6C4B43A6F0001",1
"B2X4908","8B0DC4B43A6F0001",2
"B2X4909","8E3DC4B43A6F0001",1
"B2X4910","CCF124B43A6F0001",2
"B2X4911","49BDC4B43A6F0001",2
"B2X4912","AFB6C4B43A6F0001",2
"B2X4913","81D524B43A6F0001",2
"B2X4914","8265C4B43A6F0001",1
"B2X4915","96AAC4B43A6F0001",1
"B2X4916","AE0524B43A6F0001",2
"B2X4917","1ACD24B43A6F0001",2
"B2X4918","65AAC4B43A6F0001",1
"B2X4919","0A05C4B43A6F0001",1
"B2X4920","7AAAC4B43A6F0001",2
"B2X4922","839EC4B43A6F0001",1
"B2X4923","2683C4B43A6F0001",2
"B2X4924","1303C4B43A6F0001",1
"B2X4924","ABFE96A801AF0001",1
"B2X4925","842D24B43A6F0001",2
"B2X4926","EFCEC4B43A6F0001",1
"B2X4927","7719C4B43A6F0001",2
"B2X4928","BBF524B43A6F0001",2
"B2X4928","CE3124B43A6F0001",2
"B2X4929","012524B43A6F0001",2
"B2X4929","A04213A801AF0001",2
"B2X4930","A3EDC4B43A6F0001",2
"B2X4931","45CEC4B43A6F0001",2
"B2X4932","BFED24B43A6F0001",2
"B2X4933","A68DC4B43A6F0001",2
"B2X4934","76C524B43A6F0001",2
"B2X4935","5CA924B43A6F0001",1
"B2X4936","A30924B43A6F0001",2
"B2X4937","23ED24B43A6F0001",2
"B2X4938","24B924B43A6F0001",2
"B2X4943","B246C4B43A6F0001",2
"B2X4949","79C6C4B43A6F0001",2
"B2X4950","1AD5C4B43A6F0001",1
"B2X4951","70BDC4B43A6F0001",1
"B2X4952","8E7524B43A6F0001",1
"B2X4953","81EDC4B43A6F0001",1
"B2X4954","6183C4B43A6F0001",1
"B2X4954","AD83C4B43A6F0001",1
"B2X4955","F23124B43A6F0001",1
"B2X4956","AC46C4B43A6F0001",2
"B2X4957","73AAC4B43A6F0001",2
"B2X4958","BA9524B43A6F0001",2
"B2X4959","0F65C4B43A6F0001",2
"B2X4960","285924B43A6F0001",2
"B2X4960","700196A801AF0001",2
"B2X4960","E00196A801AF0001",2
"B2X4961","720924B43A6F0001",1
"B2X4962","817524B43A6F0001",1
"B2X4962","9FFE96A801AF0001",1
"B2X4963","BEED24B43A6F0001",1
"B2X4963","DFEEBDD001AF0001",1
"B2X4964","057124B43A6F0001",2
"B2X4965","D3B6C4B43A6F0001",2
"B2X4966","45D524B43A6F0001",2
"B2X4967","79B224B43A6F0001",1
"B2X4968","3E1924B43A6F0001",2
"B2X4969","6B4924B43A6F0001",2
"B2X4969","4C0196A801AF0001",2
"B2X4970","0F2924B43A6F0001",1
"B2X4971","689924B43A6F0001",2
"B2X4972","11CEC4B43A6F0001",1
"B2X4973","C36924B43A6F0001",2
"B2X4974","35CD24B43A6F0001",1
"B2X4975","E216C4B43A6F0001",2
"B2X4976","5E4924B43A6F0001",2
"B2X4977","51E6C4B43A6F0001",2
"B2X4978","052924B43A6F0001",1
"B2X4979","D29924B43A6F0001",2
"B2X4980","1BE6C4B43A6F0001",1
"B2X4981","6846C4B43A6F0001",2
"B2X4982","476CE7D001AF0001",1
"B2X4983","4B6CE7D001AF0001",2
"B2X4984","2B6CE7D001AF0001",2
"B2X4985","2F6CE7D001AF0001",1
"B2X4986","E36CE7D001AF0001",2
"B2X4987","436CE7D001AF0001",1
"B2X4988","04ECE7D001AF0001",2
"B2X4989","396CE7D001AF0001",1
"B2X4989","2BFE96A801AF0001",1
"B2X4990","5B6CE7D001AF0001",2
"B2X4991","356CE7D001AF0001",2
"B2X4991","E98213A801AF0001",2
"B2X4992","CF6CE7D001AF0001",1
"B2X4993","AB6CE7D001AF0001",2
"B2X4994","2D6CE7D001AF0001",1
"B2X4995","276CE7D001AF0001",2
"B2X4996","1F6CE7D001AF0001",1
"B2X4997","596CE7D001AF0001",2
"B2X4998","A36CE7D001AF0001",1
"B2X4999","736CE7D001AF0001",2
"B2X5000","CD6CE7D001AF0001",2
"B2X7001","F8D524B43A6F0001",2
"B2X7013","B28196A801AF0001",1
"B2X7022","FB0196A801AF0001",1
"B2X7026","C21EBDD001AF0001",1
"B2X7033","F96CE7D001AF0001",2
"B2X7040","9D4213A801AF0001",1
"B2X7042","0C5224B43A6F0001",1
"B2X7045","7D2DC4B43A6F0001",1
"B2X7046","0CE524B43A6F0001",1
"B2X7049","036CE7D001AF0001",1
"B2X7052","19B6C4B43A6F0001",1
"B2X7054","A69EC4B43A6F0001",2
"B2X7057","422D24B43A6F0001",1
"B2X7058","26D924B43A6F0001",2
"B2X7063","9D6CE7D001AF0001",2
"B2X7069","3B6CE7D001AF0001",2
"B2X7079","7B4213A801AF0001",2
"B2X7085","A40196A801AF0001",2
"B2X7089","2E5524B43A6F0001",1
"B2X7090","480196A801AF0001",2
"B2X7090","E30196A801AF0001",2
"B2X7090","730196A801AF0001",2
"B2X7097","E63AC4B43A6F0001",1
"B2X7104","DFB6C4B43A6F0001",2
"B2X7106","B7EEBDD001AF0001",1
"B2X7109","7D8196A801AF0001",1
"B2X7110","D079C4B43A6F0001",1
"B2X7112","B8D524B43A6F0001",1
"B2X7121","0F6CE7D001AF0001",2
"B2X7137","760524B43A6F0001",2
"B2X7140","F56CE7D001AF0001",2
"B2X7145","5B0924B43A6F0001",2
"B2X7148","602D24B43A6F0001",1
"B2X7149","FE7524B43A6F0001",2
"B2X7152","EBB524B43A6F0001",1
"B2X7158","CB6CE7D001AF0001",1
"B2X7174","33B924B43A6F0001",2
"B2X7177","A786C4B43A6F0001",1
"B2X7185","DE4924B43A6F0001",1
"B2X7187","BB6CE7D001AF0001",2
"B2X7195","936CE7D001AF0001",1
"B2X7199","F2ECE7D001AF0001",1
"B2X7201","7BA5C4B43A6F0001",1
"B2X7214","AD6CE7D001AF0001",2
"B2X7221","38F2C4B43A6F0001",1
"B2X7227","2F0196A801AF0001",1
"B2X7230","EF0196A801AF0001",2
"B2X7243","67F696A801AF0001",2
"B2X7258","196CE7D001AF0001",2
"B2X7262","086D24B43A6F0001",1
"B2X7273","ED6CE7D001AF0001",1
